"ID","PersonID","TripNum","SiteNum","Date","Month","numYear","facYear","Time","TripDate","Recall","FieldTrip","Interviewer","BR","Agreement","BRLong","BRLat","FishingType","BaitLure","StartTime","exStart","exStop","exMedianTime","exDecMedianTime","DecFishingHr","FishingHr","MaxHook","Species","Emperors","Snappers","Nearshore","Breams","Cods_Trouts_Groupers","Perch","Pelagic","Flatheads_Cobblers","Pigfish_Tuskfish_Parrotfish","Cephalopods_Crustaceans_Molluscs","Others","UseLong","UseLat","exnTimes12m","exYrs","Postcode","BoatLength","BoatName","BoatID","Comments","Site","Screen18","PrevInter","Resident","nDaysInArea","BoatAccess","nBoatDays","nBoatDays_other","nShoreDays","nShoreDays_other","nTimesLast12m","nTimesLast12m_other","nTimes19","nTimes19_other","Covid","Activity","Activity_other","exRecall","nexRecall","nexStart","nexStop","KeptUndam","RelUndam","nHooked","nCaught","DP","nDP","perDP","nUndamHr","nDPHr","nHookedHr","DPrateHr","exWhyLeave","nexWhyLeave","nexWhyLeave_other","DiveMaxDepth","WhyChoose","WhyChoose_other","nexnTimes12m","nexYrs","nDives","DiveCert","YrBorn","Sex","nMale","nFemale","nGirls","nBoys","Accom","BoatType","NONEXTRACTIVE","LunarPhase"
88,841,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652272975223,-24.8985991043674,"Crabbing","Bait","08:30","08:30","11:00","09:45",9.75,2.5,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.658821248979","-24.9123863129345","7","60","6210",4,NA,"EV654","10 pots. Crabbing ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,"0",0,0,5.6,0,5.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
87,866,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.652272975223,-24.8985991043674,"Crabbing","Bait","06:45","06:45","10:00","08:22",8.37,3.25,4,15,"Blue manna crabs",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"113.660906059988","-24.9127599197164","2","55","6514",4,NA,"DZ640","10 pots.  Crabbing",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,"0",0,0,12.3076923076923,0,12.3076923076923,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
86,831,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","08:00","08:00","16:30","12:15",12.25,8.5,9,60,"Trout spangled sweet lip pinks rankin Charlie court skippybtrevally",1,1,NA,NA,1,NA,1,NA,NA,NA,NA,"113.191013227859","-25.1326370943573","15","2","6230",6,NA,"AP635",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,"1",15,33.3333333333333,3.52941176470588,1.76470588235294,5.29411764705882,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
85,873,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","11:00","11:00","16:30","13:45",13.75,5.5,6,60,"Rankin cod red throat golden trevally  trout ",NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,"113.053423256949","-25.3578970287934","20","25","6232",4,"Fee-D-It","DW470",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15,"1",10,40,2.72727272727273,1.81818181818182,4.54545454545455,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
84,903,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","06:30","06:30","15:45","11:07",11.12,9.25,10,15,"Balding pink flag mackerel ",NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,"113.128206449368","-25.3229889513062","4","40","6701",4,NA,"AE579",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,20,"1",5,20,2.16216216216216,0.540540540540541,2.7027027027027,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
83,904,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","08:30","08:30","10:00","09:15",9.25,1.5,2,60,"Snapper",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.106575311974","-24.7554000307352","12","45","6701",4,"Delta 057",NA,"Mainly spear fishing",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"0",0,0,0.666666666666667,0,0.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
81,817,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","07:00","07:00","15:00","11:00",11,8,8,15,"Snapper coral trout ",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"113.181957517194","-25.2809722211263","15","55","6330",4,"Seeker","BM891",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,"0",0,0,2.125,0,2.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
80,814,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","08:30","08:30","15:00","11:45",11.75,6.5,7,30,"Pinks cod ",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"113.259962783281","-24.8587874797317","30","55","6701",4,"Loose Canyon","EV008",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,26,"1",1,3.7037037037037,4,0.153846153846154,4.15384615384615,0.0370370370370371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
79,908,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","09:00","09:00","12:30","10:45",10.75,3.5,4,30,"Coral trout bold chin flag ",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"112.668042409732","-24.9276200262413","20","50","6701",4,NA,"BO921",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,"0",0,0,3.71428571428571,0,3.71428571428571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
78,909,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","07:30","07:30","14:45","11:07",11.12,7.25,8,30,"Black snapper cod finger markperch pinks grassies lizard fish",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,"113.542019468739","-24.705903945939","30","50","6701",4,NA,"BK647",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,"0",0,0,2.06896551724138,0,2.06896551724138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
77,910,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","07:30","07:30","14:30","11:00",11,7,7,60,"Pinks empowr Trout rankin cod Spanish mackerel ",1,1,NA,NA,1,NA,1,NA,NA,NA,NA,"113.397050123434","-24.3115288932264","5","15","6701",4,NA,"GE510",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,60,"1",20,25,8.57142857142857,2.85714285714286,11.4285714285714,0.250000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
76,911,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Lures","07:00","07:00","14:30","10:45",10.75,7.5,8,15,"Tailor trevally ",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"113.653595913363","-24.9662379278157","20","35","6701",4,NA,"GE503",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,"0",0,0,1.86666666666667,0,1.86666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
75,912,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","07:00","07:00","12:00","09:30",9.5,5,5,30,"Trout pink snapper Spanish flag ",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.589267864887","-24.8300065609881","4","20","6701",4,NA,"DV366",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"0",0,0,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
74,913,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","06:45","06:45","13:15","10:00",10,6.5,7,15,"Garfish striped perch, mackerel jack tuna ",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,"113.223266068529","-24.8926073831844","3","4","6701",4,NA,"81782",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,"0",0,0,2.30769230769231,0,2.30769230769231,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
73,914,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","07:00","07:00","11:00","09:00",9,4,4,15,"Pink snapper ",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.604475570995","-24.953079105095","20","50","6701",4,NA,"DP428",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"0",0,0,2.5,0,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
72,914,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Crabbing","Bait","09:00","09:00","12:45","10:52",10.87,3.75,4,15,"Crabs",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.638841245619","-24.9069407527842","12","40","6701",4,NA,"DP428","10 pots crabbing ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,39,"0",0,0,10.4,0,10.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
71,916,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Casting","Bait","07:00","07:00","11:30","09:15",9.25,4.5,5,15,"Black snapper pinks Spanish flag bass",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.315369020375","-24.556099544589","40","55","6701",5,NA,"AF118",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,"0",0,0,8.88888888888889,0,8.88888888888889,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
70,917,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Charlotte","Bickley Wharf ","Yes",113.651690249777,-24.8978660405559,"Crabbing","Bait","09:30","09:30","11:00","10:15",10.25,1.5,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.653421071564","-24.9122445816567","3","20 on and off","6000",5,NA,"EL364","Crabbing",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
69,871,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Trolling - Rod","Both","08:30","08:30","16:00","12:15",12.25,7.5,8,30,"Blacks, pinks, rankin/estuary cod, Spanish mackerel, coral trout, Baldchin grouper, Robinson’s sea bream",NA,1,NA,NA,1,NA,1,NA,1,NA,NA,"113.16707087436","-24.9172551434785","4","25","6071",5,NA,"BP378","Done a survey on dep before, but hasn’t been directly interviewed. ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,30,"1",1,3.2258064516129,4,0.133333333333333,4.13333333333333,0.032258064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
68,857,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Trolling - Rod","Both","13:30","13:30","16:30","15:00",15,3,3,15,"Pink snapper, lizard fish, yellow fish blue dots",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.578292844329","-23.6957144296493","15","30","6071",6,NA,"BM367","Nine mile",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"0",0,0,3.33333333333333,0,3.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
67,920,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Bait","08:30","08:30","15:00","11:45",11.75,6.5,7,75,"Golden trevally, tea leaves, amberjacks, black snapper, pink snapper ",1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"113.115448122952","-24.7322566350089","20","30","6071",6,NA,"DP593","Lost a few to sharks but could also have been cod, or Queensland grouper",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,40,"1",4,9.09090909090909,6.15384615384615,0.615384615384615,6.76923076923077,0.0909090909090908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
66,839,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Trolling - Rod","Bait","07:00","07:00","14:30","10:45",10.75,7.5,8,30,"Flag, Baldchin, grouper, Spanish flag, yellowfin tuna",NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,"113.346877092995","-25.2914999974202","1","30","6071",6,NA,"EY754",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,"0",0,0,2.66666666666667,0,2.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
65,813,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Bait","09:00","09:00","14:30","11:45",11.75,5.5,6,15,"Baldchin, coral trout, black snapper, rankin cod, pink snapper",1,1,NA,NA,1,NA,NA,NA,1,NA,NA,"113.107114710776","-24.9967065162232","10","65","6071",6,"Blowie","38911","No loss, moved around far side and near side of the island ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,"0",0,0,4.54545454545455,0,4.54545454545455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
64,828,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Bait","09:30","09:30","15:45","12:37",12.62,6.25,7,15,"Pink, black snapper, rankin cod",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"113.177692061104","-24.8259358208207","6","27","6701",6,NA,"43057","Out at the islands. 2 rods. ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,"0",0,0,4.32,0,4.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
63,924,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Both","06:00","06:00","14:30","10:15",10.25,8.5,9,45,"Spangled emperor, blue spot emperor, baldchin, wrasse",1,1,1,NA,NA,NA,NA,NA,1,NA,NA,"113.182098764696","-24.7794991935885","25","40","6071",6,NA,"DL730","Lost a tonne, good size fish as well. ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"1",10,33.3333333333333,2.35294117647059,1.17647058823529,3.52941176470588,0.333333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
62,925,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Bait","07:15","07:15","14:45","11:00",11,7.5,8,30,"Cod, pink, Spanish mackerel",NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,"113.186691441112","-24.8266843297554","5","45","6071",6,NA,"EB849","No dep, at the islands didn’t see any sharks",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,"0",0,0,1.2,0,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
61,926,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Crabbing","Bait","14:00","14:00","15:45","14:52",14.87,1.75,2,15," Blue Manna Crabs",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"113.660047443053","-24.9144769169309","3","50","6701",4,NA,"AC992","Crabbing.",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,"0",0,0,17.1428571428571,0,17.1428571428571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
60,927,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Bait","07:30","07:30","14:00","10:45",10.75,6.5,7,30,"Pinks, ",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.477089976622","-24.6583247093706","3","50","6701",5,NA,"EI077","Bejalling shoals",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,"0",0,0,4.61538461538461,0,4.61538461538461,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
59,928,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Jigging","Lures","11:30","11:30","14:30","13:00",13,3,3,15,"Pinkies, gold spot trevally, rankin cod, fingermark bream, silver bream",NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,"113.58159745251","-24.9127150706026","30","30","6010",5,NA,"AW045","Lady joyce. 2 lines. ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,"0",0,0,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
58,809,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Bait","09:00","09:00","13:45","11:22",11.37,4.75,5,30,"Rankin cod, pink snapper, black snapper",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"113.477141197661","-24.6552652559962","13","50","6701",4,NA,"49107","Bejalling shoals",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,35,"1",3,7.89473684210526,7.36842105263158,0.631578947368421,8,0.0789473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
57,832,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Bait","08:00","08:00","13:30","10:45",10.75,5.5,6,15,"Tailor, unsure, black bream, grunter ",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"113.62075362156","-24.8817425693365","6","50+","6164",4,NA,"81087","Lost one fish, could of been a stingray. 2 rods",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,"1",1,7.69230769230769,2.18181818181818,0.181818181818182,2.36363636363636,0.0769230769230771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
56,931,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Bait","10:00","10:00","14:30","12:15",12.25,4.5,5,15,"Pink, blacks, finger",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.45506402966","-24.5874668772699","20","50","6071 ",4,NA,"GE520","Big boat saw whales, same place as 62050 reef due east of cox island, Darwin reef?",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,"0",0,0,3.33333333333333,0,3.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
55,932,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Bait","08:30","08:30","13:00","10:45",10.75,4.5,5,45,"Unsure, probably pink. ",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.579420801339","-24.912269960514","1","40","6125",4,NA,"AR451","Crabbing as well as fishing. Almost lost one pot but retrieved. 10 pots. Fished at lady Joyce. 2 lines. ",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"0",0,0,0.444444444444444,0,0.444444444444444,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
54,829,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Bait","10:00","10:00","12:30","11:15",11.25,2.5,3,30,"Macki, pink, flag, black, golden trevally.",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"113.587457066989","-24.7974492683446","41","35","6701",4,NA,"26050","None lost. 26050. Local. Knew about closure. 2 rods",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,"0",0,0,8,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
53,934,1,1,2018-08-07,"August",2018,"2018","09:17",2018-08-07,"0",1,"Harry","Bickley Wharf Boat Ramp","Yes",113.65215444342,-24.8989119910643,"Casting","Bait","06:30","06:30","12:15","09:22",9.37,5.75,6,30,"Grasses, blue line emperor, black snapper",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.361427033787","-24.514495157868","15","35","6701",5,NA,"EX810","Said ballooning off quobba for mackerel the worst, two individual guys lost 55 and 40 mackerel over 7 days. Guys from magazines coming up and doing it off there as the sort of ‘celebrity fishers’ for two months, just keep on catching more no matter how many they’re losing. 2 rods",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,25,"1",2,7.40740740740741,4.34782608695652,0.347826086956522,4.69565217391304,0.0740740740740742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waning"
